No,Komoditas,Tanggal_Raw,Harga,Tahun_Sumber
1,Minyak Goreng Curah,19/06/2024,17200,Idul Adha 2024
2,Minyak Goreng Kemasan Bermerk 1,19/06/2024,19650,Idul Adha 2024
3,Minyak Goreng Kemasan Bermerk 2,19/06/2024,18550,Idul Adha 2024
X,Gula Pasir,19/06/2024,18600,Idul Adha 2024
1,Gula Pasir Kualitas Premium,19/06/2024,18800,Idul Adha 2024
2,Gula Pasir Lokal,19/06/2024,18350,Idul Adha 2024
I,Beras,20/06/2024,14500,Idul Adha 2024
1,Beras Kualitas Bawah I,20/06/2024,13400,Idul Adha 2024
2,Beras Kualitas Bawah II,20/06/2024,12700,Idul Adha 2024
3,Beras Kualitas Medium I,20/06/2024,14950,Idul Adha 2024
4,Beras Kualitas Medium II,20/06/2024,14250,Idul Adha 2024
5,Beras Kualitas Super I,20/06/2024,16250,Idul Adha 2024
6,Beras Kualitas Super II,20/06/2024,15500,Idul Adha 2024
II,Daging Ayam,20/06/2024,38150,Idul Adha 2024
1,Daging Ayam Ras Segar,20/06/2024,38150,Idul Adha 2024
III,Daging Sapi,20/06/2024,140850,Idul Adha 2024
1,Daging Sapi Kualitas 1,20/06/2024,145550,Idul Adha 2024
2,Daging Sapi Kualitas 2,20/06/2024,136100,Idul Adha 2024
IV,Telur Ayam,20/06/2024,28400,Idul Adha 2024
1,Telur Ayam Ras Segar,20/06/2024,28400,Idul Adha 2024
V,Bawang Merah,20/06/2024,41850,Idul Adha 2024
1,Bawang Merah Ukuran Sedang,20/06/2024,41850,Idul Adha 2024
VI,Bawang Putih,20/06/2024,43450,Idul Adha 2024
1,Bawang Putih Ukuran Sedang,20/06/2024,43450,Idul Adha 2024
VII,Cabai Merah,20/06/2024,66550,Idul Adha 2024
1,Cabai Merah Besar,20/06/2024,66550,Idul Adha 2024
2,Cabai Merah Keriting ,20/06/2024,66550,Idul Adha 2024
VIII,Cabai Rawit,20/06/2024,49950,Idul Adha 2024
1,Cabai Rawit Hijau,20/06/2024,52100,Idul Adha 2024
2,Cabai Rawit Merah,20/06/2024,47700,Idul Adha 2024
IX,Minyak Goreng,20/06/2024,18500,Idul Adha 2024
1,Minyak Goreng Curah,20/06/2024,17250,Idul Adha 2024
2,Minyak Goreng Kemasan Bermerk 1,20/06/2024,19650,Idul Adha 2024
3,Minyak Goreng Kemasan Bermerk 2,20/06/2024,18600,Idul Adha 2024
X,Gula Pasir,20/06/2024,18550,Idul Adha 2024
1,Gula Pasir Kualitas Premium,20/06/2024,18800,Idul Adha 2024
2,Gula Pasir Lokal,20/06/2024,18250,Idul Adha 2024
I,Beras,21/06/2024,14500,Idul Adha 2024
1,Beras Kualitas Bawah I,21/06/2024,13400,Idul Adha 2024
2,Beras Kualitas Bawah II,21/06/2024,12700,Idul Adha 2024
3,Beras Kualitas Medium I,21/06/2024,14950,Idul Adha 2024
4,Beras Kualitas Medium II,21/06/2024,14250,Idul Adha 2024
5,Beras Kualitas Super I,21/06/2024,16250,Idul Adha 2024
6,Beras Kualitas Super II,21/06/2024,15500,Idul Adha 2024
II,Daging Ayam,21/06/2024,37700,Idul Adha 2024
1,Daging Ayam Ras Segar,21/06/2024,37700,Idul Adha 2024
III,Daging Sapi,21/06/2024,140850,Idul Adha 2024
1,Daging Sapi Kualitas 1,21/06/2024,145550,Idul Adha 2024
2,Daging Sapi Kualitas 2,21/06/2024,136100,Idul Adha 2024
IV,Telur Ayam,21/06/2024,28400,Idul Adha 2024
1,Telur Ayam Ras Segar,21/06/2024,28400,Idul Adha 2024
V,Bawang Merah,21/06/2024,41450,Idul Adha 2024
1,Bawang Merah Ukuran Sedang,21/06/2024,41450,Idul Adha 2024
VI,Bawang Putih,21/06/2024,43350,Idul Adha 2024
1,Bawang Putih Ukuran Sedang,21/06/2024,43350,Idul Adha 2024
VII,Cabai Merah,21/06/2024,64000,Idul Adha 2024
1,Cabai Merah Besar,21/06/2024,64950,Idul Adha 2024
2,Cabai Merah Keriting ,21/06/2024,62950,Idul Adha 2024
VIII,Cabai Rawit,21/06/2024,49950,Idul Adha 2024
1,Cabai Rawit Hijau,21/06/2024,52600,Idul Adha 2024
2,Cabai Rawit Merah,21/06/2024,47200,Idul Adha 2024
IX,Minyak Goreng,21/06/2024,18500,Idul Adha 2024
1,Minyak Goreng Curah,21/06/2024,17250,Idul Adha 2024
2,Minyak Goreng Kemasan Bermerk 1,21/06/2024,19650,Idul Adha 2024
3,Minyak Goreng Kemasan Bermerk 2,21/06/2024,18600,Idul Adha 2024
X,Gula Pasir,21/06/2024,18550,Idul Adha 2024
1,Gula Pasir Kualitas Premium,21/06/2024,18800,Idul Adha 2024
2,Gula Pasir Lokal,21/06/2024,18250,Idul Adha 2024
I,Beras,24/06/2024,14500,Idul Adha 2024
1,Beras Kualitas Bawah I,24/06/2024,13400,Idul Adha 2024
2,Beras Kualitas Bawah II,24/06/2024,12700,Idul Adha 2024
3,Beras Kualitas Medium I,24/06/2024,14950,Idul Adha 2024
4,Beras Kualitas Medium II,24/06/2024,14250,Idul Adha 2024
5,Beras Kualitas Super I,24/06/2024,16250,Idul Adha 2024
6,Beras Kualitas Super II,24/06/2024,15500,Idul Adha 2024
II,Daging Ayam,24/06/2024,36650,Idul Adha 2024
1,Daging Ayam Ras Segar,24/06/2024,36650,Idul Adha 2024
III,Daging Sapi,24/06/2024,140850,Idul Adha 2024
1,Daging Sapi Kualitas 1,24/06/2024,145550,Idul Adha 2024
2,Daging Sapi Kualitas 2,24/06/2024,136100,Idul Adha 2024
IV,Telur Ayam,24/06/2024,28350,Idul Adha 2024
1,Telur Ayam Ras Segar,24/06/2024,28350,Idul Adha 2024
V,Bawang Merah,24/06/2024,40000,Idul Adha 2024
1,Bawang Merah Ukuran Sedang,24/06/2024,40000,Idul Adha 2024
VI,Bawang Putih,24/06/2024,43150,Idul Adha 2024
1,Bawang Putih Ukuran Sedang,24/06/2024,43150,Idul Adha 2024
VII,Cabai Merah,24/06/2024,55950,Idul Adha 2024
1,Cabai Merah Besar,24/06/2024,56650,Idul Adha 2024
2,Cabai Merah Keriting ,24/06/2024,55250,Idul Adha 2024
VIII,Cabai Rawit,24/06/2024,48250,Idul Adha 2024
1,Cabai Rawit Hijau,24/06/2024,50900,Idul Adha 2024
2,Cabai Rawit Merah,24/06/2024,45550,Idul Adha 2024
IX,Minyak Goreng,24/06/2024,18500,Idul Adha 2024
1,Minyak Goreng Curah,24/06/2024,17250,Idul Adha 2024
2,Minyak Goreng Kemasan Bermerk 1,24/06/2024,19650,Idul Adha 2024
3,Minyak Goreng Kemasan Bermerk 2,24/06/2024,18600,Idul Adha 2024
X,Gula Pasir,24/06/2024,18450,Idul Adha 2024
1,Gula Pasir Kualitas Premium,24/06/2024,18750,Idul Adha 2024
2,Gula Pasir Lokal,24/06/2024,18150,Idul Adha 2024
I,Beras,25/06/2024,14550,Idul Adha 2024
1,Beras Kualitas Bawah I,25/06/2024,13450,Idul Adha 2024
2,Beras Kualitas Bawah II,25/06/2024,12700,Idul Adha 2024
3,Beras Kualitas Medium I,25/06/2024,15000,Idul Adha 2024
4,Beras Kualitas Medium II,25/06/2024,14300,Idul Adha 2024
5,Beras Kualitas Super I,25/06/2024,16300,Idul Adha 2024
6,Beras Kualitas Super II,25/06/2024,15500,Idul Adha 2024
II,Daging Ayam,25/06/2024,36750,Idul Adha 2024
1,Daging Ayam Ras Segar,25/06/2024,36750,Idul Adha 2024
III,Daging Sapi,25/06/2024,140850,Idul Adha 2024
1,Daging Sapi Kualitas 1,25/06/2024,145550,Idul Adha 2024
2,Daging Sapi Kualitas 2,25/06/2024,136100,Idul Adha 2024
IV,Telur Ayam,25/06/2024,28300,Idul Adha 2024
1,Telur Ayam Ras Segar,25/06/2024,28300,Idul Adha 2024
V,Bawang Merah,25/06/2024,39200,Idul Adha 2024
1,Bawang Merah Ukuran Sedang,25/06/2024,39200,Idul Adha 2024
VI,Bawang Putih,25/06/2024,43100,Idul Adha 2024
1,Bawang Putih Ukuran Sedang,25/06/2024,43100,Idul Adha 2024
VII,Cabai Merah,25/06/2024,52100,Idul Adha 2024
1,Cabai Merah Besar,25/06/2024,54050,Idul Adha 2024
2,Cabai Merah Keriting ,25/06/2024,50200,Idul Adha 2024
VIII,Cabai Rawit,25/06/2024,47300,Idul Adha 2024
1,Cabai Rawit Hijau,25/06/2024,50900,Idul Adha 2024
2,Cabai Rawit Merah,25/06/2024,43600,Idul Adha 2024
IX,Minyak Goreng,25/06/2024,18500,Idul Adha 2024
1,Minyak Goreng Curah,25/06/2024,17250,Idul Adha 2024
2,Minyak Goreng Kemasan Bermerk 1,25/06/2024,19650,Idul Adha 2024
3,Minyak Goreng Kemasan Bermerk 2,25/06/2024,18600,Idul Adha 2024
X,Gula Pasir,25/06/2024,18450,Idul Adha 2024
1,Gula Pasir Kualitas Premium,25/06/2024,18750,Idul Adha 2024
2,Gula Pasir Lokal,25/06/2024,18150,Idul Adha 2024
I,Beras,26/06/2024,14550,Idul Adha 2024
1,Beras Kualitas Bawah I,26/06/2024,13450,Idul Adha 2024
2,Beras Kualitas Bawah II,26/06/2024,12700,Idul Adha 2024
3,Beras Kualitas Medium I,26/06/2024,14950,Idul Adha 2024
4,Beras Kualitas Medium II,26/06/2024,14250,Idul Adha 2024
5,Beras Kualitas Super I,26/06/2024,16300,Idul Adha 2024
6,Beras Kualitas Super II,26/06/2024,15500,Idul Adha 2024
II,Daging Ayam,26/06/2024,36800,Idul Adha 2024
1,Daging Ayam Ras Segar,26/06/2024,36800,Idul Adha 2024
III,Daging Sapi,26/06/2024,140850,Idul Adha 2024
1,Daging Sapi Kualitas 1,26/06/2024,145550,Idul Adha 2024
2,Daging Sapi Kualitas 2,26/06/2024,136100,Idul Adha 2024
IV,Telur Ayam,26/06/2024,28250,Idul Adha 2024
1,Telur Ayam Ras Segar,26/06/2024,28250,Idul Adha 2024
V,Bawang Merah,26/06/2024,39150,Idul Adha 2024
1,Bawang Merah Ukuran Sedang,26/06/2024,39150,Idul Adha 2024
VI,Bawang Putih,26/06/2024,42800,Idul Adha 2024
1,Bawang Putih Ukuran Sedang,26/06/2024,42800,Idul Adha 2024
VII,Cabai Merah,26/06/2024,50600,Idul Adha 2024
1,Cabai Merah Besar,26/06/2024,52750,Idul Adha 2024
2,Cabai Merah Keriting ,26/06/2024,48400,Idul Adha 2024
VIII,Cabai Rawit,26/06/2024,46900,Idul Adha 2024
1,Cabai Rawit Hijau,26/06/2024,50800,Idul Adha 2024
2,Cabai Rawit Merah,26/06/2024,43050,Idul Adha 2024
IX,Minyak Goreng,26/06/2024,18500,Idul Adha 2024
1,Minyak Goreng Curah,26/06/2024,17250,Idul Adha 2024
2,Minyak Goreng Kemasan Bermerk 1,26/06/2024,19650,Idul Adha 2024
3,Minyak Goreng Kemasan Bermerk 2,26/06/2024,18600,Idul Adha 2024
X,Gula Pasir,26/06/2024,18500,Idul Adha 2024
1,Gula Pasir Kualitas Premium,26/06/2024,18750,Idul Adha 2024
2,Gula Pasir Lokal,26/06/2024,18200,Idul Adha 2024
I,Beras,27/06/2024,14550,Idul Adha 2024
1,Beras Kualitas Bawah I,27/06/2024,13450,Idul Adha 2024
2,Beras Kualitas Bawah II,27/06/2024,12700,Idul Adha 2024
3,Beras Kualitas Medium I,27/06/2024,14950,Idul Adha 2024
4,Beras Kualitas Medium II,27/06/2024,14250,Idul Adha 2024
5,Beras Kualitas Super I,27/06/2024,16300,Idul Adha 2024
6,Beras Kualitas Super II,27/06/2024,15500,Idul Adha 2024
II,Daging Ayam,27/06/2024,36850,Idul Adha 2024
1,Daging Ayam Ras Segar,27/06/2024,36850,Idul Adha 2024
III,Daging Sapi,27/06/2024,140900,Idul Adha 2024
1,Daging Sapi Kualitas 1,27/06/2024,145700,Idul Adha 2024
2,Daging Sapi Kualitas 2,27/06/2024,136100,Idul Adha 2024
IV,Telur Ayam,27/06/2024,28200,Idul Adha 2024
1,Telur Ayam Ras Segar,27/06/2024,28200,Idul Adha 2024
V,Bawang Merah,27/06/2024,37900,Idul Adha 2024
1,Bawang Merah Ukuran Sedang,27/06/2024,37900,Idul Adha 2024
VI,Bawang Putih,27/06/2024,42650,Idul Adha 2024
1,Bawang Putih Ukuran Sedang,27/06/2024,42650,Idul Adha 2024
VII,Cabai Merah,27/06/2024,48200,Idul Adha 2024
1,Cabai Merah Besar,27/06/2024,50400,Idul Adha 2024
2,Cabai Merah Keriting ,27/06/2024,45900,Idul Adha 2024
VIII,Cabai Rawit,27/06/2024,46650,Idul Adha 2024
1,Cabai Rawit Hijau,27/06/2024,50200,Idul Adha 2024
2,Cabai Rawit Merah,27/06/2024,43050,Idul Adha 2024
IX,Minyak Goreng,27/06/2024,18500,Idul Adha 2024
1,Minyak Goreng Curah,27/06/2024,17250,Idul Adha 2024
2,Minyak Goreng Kemasan Bermerk 1,27/06/2024,19650,Idul Adha 2024
3,Minyak Goreng Kemasan Bermerk 2,27/06/2024,18600,Idul Adha 2024
X,Gula Pasir,27/06/2024,18450,Idul Adha 2024
1,Gula Pasir Kualitas Premium,27/06/2024,18750,Idul Adha 2024
2,Gula Pasir Lokal,27/06/2024,18150,Idul Adha 2024
I,Beras,28/06/2024,14550,Idul Adha 2024
1,Beras Kualitas Bawah I,28/06/2024,13450,Idul Adha 2024
2,Beras Kualitas Bawah II,28/06/2024,12700,Idul Adha 2024
3,Beras Kualitas Medium I,28/06/2024,14950,Idul Adha 2024
4,Beras Kualitas Medium II,28/06/2024,14250,Idul Adha 2024
5,Beras Kualitas Super I,28/06/2024,16300,Idul Adha 2024
6,Beras Kualitas Super II,28/06/2024,15500,Idul Adha 2024
II,Daging Ayam,28/06/2024,36950,Idul Adha 2024
1,Daging Ayam Ras Segar,28/06/2024,36950,Idul Adha 2024
III,Daging Sapi,28/06/2024,140900,Idul Adha 2024
1,Daging Sapi Kualitas 1,28/06/2024,145700,Idul Adha 2024
2,Daging Sapi Kualitas 2,28/06/2024,136100,Idul Adha 2024
IV,Telur Ayam,28/06/2024,28150,Idul Adha 2024
1,Telur Ayam Ras Segar,28/06/2024,28150,Idul Adha 2024
V,Bawang Merah,28/06/2024,37400,Idul Adha 2024
1,Bawang Merah Ukuran Sedang,28/06/2024,37400,Idul Adha 2024
VI,Bawang Putih,28/06/2024,42600,Idul Adha 2024
1,Bawang Putih Ukuran Sedang,28/06/2024,42600,Idul Adha 2024
VII,Cabai Merah,28/06/2024,46900,Idul Adha 2024
1,Cabai Merah Besar,28/06/2024,48950,Idul Adha 2024
2,Cabai Merah Keriting ,28/06/2024,44850,Idul Adha 2024
VIII,Cabai Rawit,28/06/2024,46000,Idul Adha 2024
1,Cabai Rawit Hijau,28/06/2024,50400,Idul Adha 2024
2,Cabai Rawit Merah,28/06/2024,41650,Idul Adha 2024
IX,Minyak Goreng,28/06/2024,18500,Idul Adha 2024
1,Minyak Goreng Curah,28/06/2024,17200,Idul Adha 2024
2,Minyak Goreng Kemasan Bermerk 1,28/06/2024,19650,Idul Adha 2024
3,Minyak Goreng Kemasan Bermerk 2,28/06/2024,18600,Idul Adha 2024
X,Gula Pasir,28/06/2024,18450,Idul Adha 2024
1,Gula Pasir Kualitas Premium,28/06/2024,18750,Idul Adha 2024
2,Gula Pasir Lokal,28/06/2024,18100,Idul Adha 2024
I,Beras,01/07/2024,14550,Idul Adha 2024
1,Beras Kualitas Bawah I,01/07/2024,13450,Idul Adha 2024
2,Beras Kualitas Bawah II,01/07/2024,12750,Idul Adha 2024
3,Beras Kualitas Medium I,01/07/2024,15000,Idul Adha 2024
4,Beras Kualitas Medium II,01/07/2024,14300,Idul Adha 2024
5,Beras Kualitas Super I,01/07/2024,16300,Idul Adha 2024
6,Beras Kualitas Super II,01/07/2024,15500,Idul Adha 2024
II,Daging Ayam,01/07/2024,37300,Idul Adha 2024
1,Daging Ayam Ras Segar,01/07/2024,37300,Idul Adha 2024
III,Daging Sapi,01/07/2024,140900,Idul Adha 2024
1,Daging Sapi Kualitas 1,01/07/2024,145700,Idul Adha 2024
2,Daging Sapi Kualitas 2,01/07/2024,136100,Idul Adha 2024
IV,Telur Ayam,01/07/2024,28100,Idul Adha 2024
1,Telur Ayam Ras Segar,01/07/2024,28100,Idul Adha 2024
V,Bawang Merah,01/07/2024,35600,Idul Adha 2024
1,Bawang Merah Ukuran Sedang,01/07/2024,35600,Idul Adha 2024
VI,Bawang Putih,01/07/2024,42450,Idul Adha 2024
1,Bawang Putih Ukuran Sedang,01/07/2024,42450,Idul Adha 2024
VII,Cabai Merah,01/07/2024,45500,Idul Adha 2024
1,Cabai Merah Besar,01/07/2024,47650,Idul Adha 2024
2,Cabai Merah Keriting ,01/07/2024,43300,Idul Adha 2024
VIII,Cabai Rawit,01/07/2024,47700,Idul Adha 2024
1,Cabai Rawit Hijau,01/07/2024,52500,Idul Adha 2024
2,Cabai Rawit Merah,01/07/2024,42900,Idul Adha 2024
IX,Minyak Goreng,01/07/2024,18500,Idul Adha 2024
1,Minyak Goreng Curah,01/07/2024,17250,Idul Adha 2024
2,Minyak Goreng Kemasan Bermerk 1,01/07/2024,19650,Idul Adha 2024
3,Minyak Goreng Kemasan Bermerk 2,01/07/2024,18600,Idul Adha 2024
X,Gula Pasir,01/07/2024,18350,Idul Adha 2024
1,Gula Pasir Kualitas Premium,01/07/2024,18700,Idul Adha 2024
2,Gula Pasir Lokal,01/07/2024,17950,Idul Adha 2024
I,Beras,07/05/2025,14600,Idul Adha 2025
1,Beras Kualitas Bawah I,07/05/2025,13550,Idul Adha 2025
2,Beras Kualitas Bawah II,07/05/2025,12950,Idul Adha 2025
3,Beras Kualitas Medium I,07/05/2025,14950,Idul Adha 2025
4,Beras Kualitas Medium II,07/05/2025,14250,Idul Adha 2025
5,Beras Kualitas Super I,07/05/2025,16350,Idul Adha 2025
6,Beras Kualitas Super II,07/05/2025,15500,Idul Adha 2025
II,Daging Ayam,07/05/2025,33550,Idul Adha 2025
1,Daging Ayam Ras Segar,07/05/2025,33550,Idul Adha 2025
III,Daging Sapi,07/05/2025,140000,Idul Adha 2025
1,Daging Sapi Kualitas 1,07/05/2025,144600,Idul Adha 2025
2,Daging Sapi Kualitas 2,07/05/2025,135400,Idul Adha 2025
IV,Telur Ayam,07/05/2025,27900,Idul Adha 2025
1,Telur Ayam Ras Segar,07/05/2025,27900,Idul Adha 2025
V,Bawang Merah,07/05/2025,42900,Idul Adha 2025
1,Bawang Merah Ukuran Sedang,07/05/2025,42900,Idul Adha 2025
VI,Bawang Putih,07/05/2025,45850,Idul Adha 2025
1,Bawang Putih Ukuran Sedang,07/05/2025,45850,Idul Adha 2025
VII,Cabai Merah,07/05/2025,43200,Idul Adha 2025
1,Cabai Merah Besar,07/05/2025,37150,Idul Adha 2025
2,Cabai Merah Keriting ,07/05/2025,49200,Idul Adha 2025
VIII,Cabai Rawit,07/05/2025,41400,Idul Adha 2025
1,Cabai Rawit Hijau,07/05/2025,36100,Idul Adha 2025
2,Cabai Rawit Merah,07/05/2025,46650,Idul Adha 2025
IX,Minyak Goreng,07/05/2025,20800,Idul Adha 2025
1,Minyak Goreng Curah,07/05/2025,20000,Idul Adha 2025
2,Minyak Goreng Kemasan Bermerk 1,07/05/2025,21600,Idul Adha 2025
3,Minyak Goreng Kemasan Bermerk 2,07/05/2025,20800,Idul Adha 2025
X,Gula Pasir,07/05/2025,18750,Idul Adha 2025
1,Gula Pasir Kualitas Premium,07/05/2025,19100,Idul Adha 2025
2,Gula Pasir Lokal,07/05/2025,18350,Idul Adha 2025
I,Beras,08/05/2025,14600,Idul Adha 2025
1,Beras Kualitas Bawah I,08/05/2025,13550,Idul Adha 2025
2,Beras Kualitas Bawah II,08/05/2025,12950,Idul Adha 2025
3,Beras Kualitas Medium I,08/05/2025,14950,Idul Adha 2025
4,Beras Kualitas Medium II,08/05/2025,14250,Idul Adha 2025
5,Beras Kualitas Super I,08/05/2025,16350,Idul Adha 2025
6,Beras Kualitas Super II,08/05/2025,15500,Idul Adha 2025
II,Daging Ayam,08/05/2025,33900,Idul Adha 2025
1,Daging Ayam Ras Segar,08/05/2025,33900,Idul Adha 2025
III,Daging Sapi,08/05/2025,140000,Idul Adha 2025
1,Daging Sapi Kualitas 1,08/05/2025,144600,Idul Adha 2025
2,Daging Sapi Kualitas 2,08/05/2025,135400,Idul Adha 2025
IV,Telur Ayam,08/05/2025,27800,Idul Adha 2025
1,Telur Ayam Ras Segar,08/05/2025,27800,Idul Adha 2025
V,Bawang Merah,08/05/2025,42850,Idul Adha 2025
1,Bawang Merah Ukuran Sedang,08/05/2025,42850,Idul Adha 2025
VI,Bawang Putih,08/05/2025,45700,Idul Adha 2025
1,Bawang Putih Ukuran Sedang,08/05/2025,45700,Idul Adha 2025
VII,Cabai Merah,08/05/2025,43250,Idul Adha 2025
1,Cabai Merah Besar,08/05/2025,37200,Idul Adha 2025
2,Cabai Merah Keriting ,08/05/2025,49200,Idul Adha 2025
VIII,Cabai Rawit,08/05/2025,40700,Idul Adha 2025
1,Cabai Rawit Hijau,08/05/2025,37050,Idul Adha 2025
2,Cabai Rawit Merah,08/05/2025,44400,Idul Adha 2025
IX,Minyak Goreng,08/05/2025,20800,Idul Adha 2025
1,Minyak Goreng Curah,08/05/2025,20000,Idul Adha 2025
2,Minyak Goreng Kemasan Bermerk 1,08/05/2025,21600,Idul Adha 2025
3,Minyak Goreng Kemasan Bermerk 2,08/05/2025,20750,Idul Adha 2025
X,Gula Pasir,08/05/2025,18750,Idul Adha 2025
1,Gula Pasir Kualitas Premium,08/05/2025,19100,Idul Adha 2025
2,Gula Pasir Lokal,08/05/2025,18350,Idul Adha 2025
I,Beras,09/05/2025,14600,Idul Adha 2025
1,Beras Kualitas Bawah I,09/05/2025,13550,Idul Adha 2025
2,Beras Kualitas Bawah II,09/05/2025,12950,Idul Adha 2025
3,Beras Kualitas Medium I,09/05/2025,14950,Idul Adha 2025
4,Beras Kualitas Medium II,09/05/2025,14250,Idul Adha 2025
5,Beras Kualitas Super I,09/05/2025,16350,Idul Adha 2025
6,Beras Kualitas Super II,09/05/2025,15500,Idul Adha 2025
II,Daging Ayam,09/05/2025,34000,Idul Adha 2025
1,Daging Ayam Ras Segar,09/05/2025,34000,Idul Adha 2025
III,Daging Sapi,09/05/2025,140000,Idul Adha 2025
1,Daging Sapi Kualitas 1,09/05/2025,144600,Idul Adha 2025
2,Daging Sapi Kualitas 2,09/05/2025,135400,Idul Adha 2025
IV,Telur Ayam,09/05/2025,27750,Idul Adha 2025
1,Telur Ayam Ras Segar,09/05/2025,27750,Idul Adha 2025
V,Bawang Merah,09/05/2025,42950,Idul Adha 2025
1,Bawang Merah Ukuran Sedang,09/05/2025,42950,Idul Adha 2025
VI,Bawang Putih,09/05/2025,45700,Idul Adha 2025
1,Bawang Putih Ukuran Sedang,09/05/2025,45700,Idul Adha 2025
VII,Cabai Merah,09/05/2025,43050,Idul Adha 2025
1,Cabai Merah Besar,09/05/2025,36950,Idul Adha 2025
2,Cabai Merah Keriting ,09/05/2025,49150,Idul Adha 2025
VIII,Cabai Rawit,09/05/2025,40400,Idul Adha 2025
1,Cabai Rawit Hijau,09/05/2025,37700,Idul Adha 2025
2,Cabai Rawit Merah,09/05/2025,43050,Idul Adha 2025
IX,Minyak Goreng,09/05/2025,20800,Idul Adha 2025
1,Minyak Goreng Curah,09/05/2025,20000,Idul Adha 2025
2,Minyak Goreng Kemasan Bermerk 1,09/05/2025,21600,Idul Adha 2025
3,Minyak Goreng Kemasan Bermerk 2,09/05/2025,20750,Idul Adha 2025
X,Gula Pasir,09/05/2025,18750,Idul Adha 2025
1,Gula Pasir Kualitas Premium,09/05/2025,19100,Idul Adha 2025
2,Gula Pasir Lokal,09/05/2025,18350,Idul Adha 2025
I,Beras,12/05/2025,14600,Idul Adha 2025
1,Beras Kualitas Bawah I,12/05/2025,13550,Idul Adha 2025
2,Beras Kualitas Bawah II,12/05/2025,12950,Idul Adha 2025
3,Beras Kualitas Medium I,12/05/2025,14950,Idul Adha 2025
4,Beras Kualitas Medium II,12/05/2025,14250,Idul Adha 2025
5,Beras Kualitas Super I,12/05/2025,16350,Idul Adha 2025
6,Beras Kualitas Super II,12/05/2025,15500,Idul Adha 2025
II,Daging Ayam,12/05/2025,34050,Idul Adha 2025
1,Daging Ayam Ras Segar,12/05/2025,34050,Idul Adha 2025
III,Daging Sapi,12/05/2025,140000,Idul Adha 2025
1,Daging Sapi Kualitas 1,12/05/2025,144600,Idul Adha 2025
2,Daging Sapi Kualitas 2,12/05/2025,135400,Idul Adha 2025
IV,Telur Ayam,12/05/2025,27750,Idul Adha 2025
1,Telur Ayam Ras Segar,12/05/2025,27750,Idul Adha 2025
V,Bawang Merah,12/05/2025,42450,Idul Adha 2025
1,Bawang Merah Ukuran Sedang,12/05/2025,42450,Idul Adha 2025
VI,Bawang Putih,12/05/2025,45950,Idul Adha 2025
1,Bawang Putih Ukuran Sedang,12/05/2025,45950,Idul Adha 2025
VII,Cabai Merah,12/05/2025,43050,Idul Adha 2025
1,Cabai Merah Besar,12/05/2025,36950,Idul Adha 2025
2,Cabai Merah Keriting ,12/05/2025,49100,Idul Adha 2025
VIII,Cabai Rawit,12/05/2025,40050,Idul Adha 2025
1,Cabai Rawit Hijau,12/05/2025,37100,Idul Adha 2025
2,Cabai Rawit Merah,12/05/2025,42950,Idul Adha 2025
IX,Minyak Goreng,12/05/2025,20800,Idul Adha 2025
1,Minyak Goreng Curah,12/05/2025,20000,Idul Adha 2025
2,Minyak Goreng Kemasan Bermerk 1,12/05/2025,21600,Idul Adha 2025
3,Minyak Goreng Kemasan Bermerk 2,12/05/2025,20750,Idul Adha 2025
X,Gula Pasir,12/05/2025,18750,Idul Adha 2025
1,Gula Pasir Kualitas Premium,12/05/2025,19100,Idul Adha 2025
2,Gula Pasir Lokal,12/05/2025,18350,Idul Adha 2025
I,Beras,13/05/2025,14600,Idul Adha 2025
1,Beras Kualitas Bawah I,13/05/2025,13550,Idul Adha 2025
2,Beras Kualitas Bawah II,13/05/2025,12950,Idul Adha 2025
3,Beras Kualitas Medium I,13/05/2025,14950,Idul Adha 2025
4,Beras Kualitas Medium II,13/05/2025,14250,Idul Adha 2025
5,Beras Kualitas Super I,13/05/2025,16350,Idul Adha 2025
6,Beras Kualitas Super II,13/05/2025,15500,Idul Adha 2025
II,Daging Ayam,13/05/2025,34100,Idul Adha 2025
1,Daging Ayam Ras Segar,13/05/2025,34100,Idul Adha 2025
III,Daging Sapi,13/05/2025,140000,Idul Adha 2025
1,Daging Sapi Kualitas 1,13/05/2025,144600,Idul Adha 2025
2,Daging Sapi Kualitas 2,13/05/2025,135400,Idul Adha 2025
IV,Telur Ayam,13/05/2025,27700,Idul Adha 2025
1,Telur Ayam Ras Segar,13/05/2025,27700,Idul Adha 2025
V,Bawang Merah,13/05/2025,42450,Idul Adha 2025
1,Bawang Merah Ukuran Sedang,13/05/2025,42450,Idul Adha 2025
VI,Bawang Putih,13/05/2025,45750,Idul Adha 2025
1,Bawang Putih Ukuran Sedang,13/05/2025,45750,Idul Adha 2025
VII,Cabai Merah,13/05/2025,43050,Idul Adha 2025
1,Cabai Merah Besar,13/05/2025,36900,Idul Adha 2025
2,Cabai Merah Keriting ,13/05/2025,49150,Idul Adha 2025
VIII,Cabai Rawit,13/05/2025,40300,Idul Adha 2025
1,Cabai Rawit Hijau,13/05/2025,37050,Idul Adha 2025
2,Cabai Rawit Merah,13/05/2025,43450,Idul Adha 2025
IX,Minyak Goreng,13/05/2025,20800,Idul Adha 2025
1,Minyak Goreng Curah,13/05/2025,20000,Idul Adha 2025
2,Minyak Goreng Kemasan Bermerk 1,13/05/2025,21600,Idul Adha 2025
